recipe_id,name,name_ar,category,cuisine,difficulty,dietary_goal,meal_occasion,prep_time_min,cook_time_min,minutes,n_steps,n_ingredients,servings,calories,protein_g,carbohydrates_g,fat_g,saturated_fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_c_mg,calcium_mg,iron_mg,is_vegan,is_vegetarian,allergens,health_score,protein_density,glycemic_index_level,calorie_category,macro_balance_label,bmi_suitability,budget_level,avg_rating,review_count
101691,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,12.0,19.0,31,7,8,1,368,34.2,18.4,12.8,3.3,1.9,2.7,500.0,108.0,8.2,55.0,2.3,0,0,Eggs|Gluten,49.7,9.29,Medium,Low,High Protein,Normal,Low,,5.0
101692,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,11.0,,40,10,9,6,443,38.4,56.6,9.1,2.8,6.9,7.1,643.0,68.0,21.5,69.0,4.1,0,0,Gluten,58.8,8.67,High,Moderate,Mixed,Normal,Medium,3.67,
101693,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,17.0,32.0,49,9,9,1,8,24.0,38.8,12.1,4.1,5.8,9.1,534.0,58.0,71.1,59.0,,0,0,Dairy,56.1,6.82,Medium,Low,Mixed,Normal,Medium,,8.0
101694,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,22.0,13.0,35,9,9,2,490,38.5,40.1,14.6,6.3,5.7,3.8,625.0,98.0,15.4,59.0,2.7,0,0,None,51.2,7.86,Medium,Moderate,High Protein,Normal,Medium,4.14,7.0
101695,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,10.0,11.0,21,9,9,4,356,37.0,22.6,15.2,5.6,1.2,10.0,613.0,93.0,5.0,,1.4,0,0,Nuts|Soy|Seafood,39.7,10.39,Medium,Low,High Protein,Normal,Medium,3.5,4.0
101696,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,20.0,37.0,57,13,11,2,414,31.1,27.5,19.4,7.3,2.7,5.3,510.0,87.0,,73.0,3.9,0,0,Dairy,44.8,7.51,Medium,Moderate,Balanced Macro,Normal,Medium,4.14,
101697,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,11.0,4.0,15,6,9,4,260,9.2,14.8,20.1,8.2,3.7,5.7,412.0,13.0,,102.0,2.2,1,1,Nuts,44.4,3.54,Low,Low,Mixed,Overweight,Medium,4.5,4.0
101698,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,13.0,0.0,13,4,7,2,124,4.4,16.5,4.7,1.2,1.7,9.1,42.0,0.0,0.8,26.0,1.1,0,1,Dairy|Gluten|Nuts,49.3,3.55,Low,Very Low,High Carb,Normal,Low,4.0,3.0
101699,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,18.0,0.0,18,5,7,4,89,4.9,10.9,3.7,1.5,1.8,5.8,44.0,0.0,,22.0,0.9,0,1,Dairy|Gluten|Nuts,51.7,5.51,Low,Very Low,Mixed,Normal,Low,3.67,
101700,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,2.0,0.0,2,3,3,2,234,6.4,28.7,10.4,4.5,3.4,16.2,112.0,0.0,,23.0,0.5,0,1,Dairy|Nuts,43.6,2.74,Medium,Low,High Carb,Normal,Low,4.75,4.0
101701,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,4.0,0.0,4,2,6,2,377,9.1,39.2,23.6,,5.6,18.0,82.0,0.0,,56.0,2.7,1,1,Nuts,45.2,2.41,Medium,Low,Mixed,Normal,Low,,8.0
101702,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,4.0,0.0,4,1,6,4,247,24.3,36.4,3.7,1.1,,18.2,131.0,11.0,79.4,177.0,1.1,0,1,Dairy,57.6,9.84,Medium,Low,Mixed,Normal,Low,3.0,1.0
101703,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,6.0,0.0,6,1,7,4,172,5.3,35.3,2.9,1.1,7.1,22.4,87.0,0.0,128.0,85.0,2.5,0,1,None,60.3,3.08,Medium,Very Low,High Carb,Overweight,Low,4.0,1.0
101704,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,2.0,0.0,2,3,7,4,343,14.8,53.0,11.2,3.9,5.6,32.1,188.0,9.0,11.0,215.0,1.4,0,1,Dairy|Gluten|Nuts,49.6,4.31,High,Low,High Carb,Normal,Low,4.67,6.0
101705,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,4.0,0.0,4,1,7,2,254,7.8,44.7,3.8,1.4,3.4,36.5,117.0,5.0,49.0,173.0,0.9,0,1,Dairy|Nuts,52.1,3.07,High,Low,High Carb,Normal,Low,4.43,7.0
101706,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,3.0,0.0,3,1,6,4,216,8.8,42.1,3.0,0.8,,29.4,91.0,5.0,46.2,142.0,1.0,0,1,Dairy|Nuts,58.1,4.07,High,Low,High Carb,Normal,Low,4.0,5.0
101707,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,6.0,0.0,6,1,2,2,113,1.9,28.8,0.5,0.2,,14.8,2.0,0.0,13.8,5.0,0.3,1,1,None,51.7,1.68,Medium,Very Low,High Carb,Normal,Low,4.5,6.0
101708,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,12.0,0.0,12,3,5,4,313,9.5,31.8,11.4,5.1,15.2,12.9,124.0,6.0,4.2,287.0,,0,1,Dairy|Nuts,55.6,3.04,Medium,Low,High Carb,Normal,Low,,6.0
101709,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,6.0,25.0,31,5,6,6,166,1.1,44.2,1.9,0.8,4.5,31.0,9.0,0.0,9.6,,0.5,0,1,Dairy|Gluten,49.5,0.66,High,Very Low,High Carb,Normal,Low,5.0,2.0
101710,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,25.0,18.0,43,9,11,2,500,19.5,61.1,15.7,4.0,11.9,3.3,688.0,0.0,13.1,113.0,6.3,1,1,Gluten,58.0,3.9,High,Moderate,High Carb,Normal,Medium,,5.0
101711,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,17.0,0.0,17,6,9,2,191,5.4,27.3,6.4,2.2,6.5,4.5,,0.0,,57.0,3.3,1,1,Gluten,60.5,2.83,Medium,Very Low,High Carb,Normal,Medium,4.4,5.0
101712,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,,22.0,27,6,11,2,288,16.0,19.2,16.8,6.4,4.7,8.7,3500.0,335.0,35.1,82.0,3.9,0,1,Eggs,49.2,5.56,Low,Low,Balanced Macro,Normal,Medium,3.75,4.0
101713,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,13.0,27.0,40,10,9,1,487,41.7,49.4,10.0,2.6,3.0,2.4,540.0,83.0,8.1,41.0,2.0,0,0,None,52.0,8.56,High,Moderate,High Protein,Normal,Medium,4.5,2.0
101714,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,10.0,0.0,10,3,6,2,374,14.5,53.0,9.3,2.9,,16.7,151.0,8.0,10.9,,2.7,0,1,Dairy|Gluten,57.4,3.88,High,Low,High Carb,Normal,Low,4.4,5.0
101715,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,11.0,19.0,30,6,7,4,325,38.8,4.2,13.7,,0.6,1.2,421.0,107.0,,26.0,2.0,0,0,None,47.4,11.94,Low,Low,High Protein,Overweight,Low,4.14,7.0
101716,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,4.0,5.0,9,4,7,1,168,20.6,4.3,6.1,2.6,,1.8,320.0,9.0,,63.0,1.4,0,1,Eggs,52.0,12.26,Low,Very Low,High Protein,Normal,Low,4.5,4.0
101717,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,8.0,0.0,8,5,7,2,163,27.5,7.7,6.5,1.8,2.7,5.1,587.0,37.0,24.9,40.0,2.3,0,0,Seafood,56.8,16.87,Low,Very Low,High Protein,Overweight,Low,4.0,
101718,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,4.0,11.0,15,5,7,2,297,29.5,29.1,8.5,3.2,2.8,5.9,319.0,166.0,1.7,196.0,2.0,0,1,Dairy|Eggs|Gluten,52.8,9.93,Medium,Low,High Protein,Underweight,Low,4.0,8.0
101719,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,6.0,0.0,6,4,6,2,296,23.6,39.3,7.3,2.0,4.0,18.6,85.0,14.0,17.1,335.0,1.4,0,1,Dairy,54.6,7.97,High,Low,Mixed,Normal,Low,4.25,4.0
101720,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,Easy,Balanced,Dinner,18.0,17.0,35,9,9,4,350,38.4,30.2,13.2,3.3,4.2,5.9,627.0,73.0,50.7,61.0,,0,0,Nuts|Soy,56.6,10.97,Medium,Low,High Protein,Normal,Medium,3.8,
101721,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,9.0,22.0,31,7,9,6,395,43.6,14.6,22.8,8.2,4.7,4.3,380.0,85.0,36.2,49.0,2.4,0,0,Seafood,52.0,11.04,Low,Low,High Protein,Normal,Medium,,8.0
101722,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Dinner,12.0,8.0,20,7,8,1,250,26.7,7.5,10.0,3.1,2.1,3.1,543.0,66.0,15.0,32.0,1.8,0,0,Dairy|Nuts|Soy,50.6,10.68,Low,Low,High Protein,Overweight,Low,4.25,
101723,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,8.0,10,5,6,2,276,15.6,9.7,25.5,8.8,6.0,0.8,270.0,423.0,9.8,47.0,1.7,0,1,Eggs,50.8,5.65,Low,Low,High Fat / Keto,Overweight,Low,4.67,3.0
101724,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Lunch,8.0,8.0,16,9,9,4,306,29.6,17.0,9.8,3.3,2.9,5.7,645.0,241.0,22.6,90.0,3.5,0,0,Nuts|Soy|Seafood,51.3,9.67,Low,Low,High Protein,Normal,Medium,,3.0
101725,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,15.0,21.0,999,9,9,4,466,17.0,54.8,14.4,4.3,7.2,6.2,344.0,,48.9,112.0,,1,1,None,61.2,3.65,High,Moderate,High Carb,Normal,Medium,,
101726,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,8.0,23.0,31,9,11,1,300,17.7,46.1,4.3,1.6,12.7,5.6,637.0,0.0,16.7,85.0,4.7,1,1,None,61.3,5.9,Medium,Low,High Carb,Normal,Medium,4.75,
101727,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,5.0,6.0,11,5,8,6,229,17.9,5.8,15.5,5.7,1.6,3.1,410.0,417.0,22.6,93.0,2.4,0,1,Eggs,47.3,7.82,Low,Low,High Protein,Normal,Low,4.67,3.0
101728,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,10.0,0.0,10,7,9,4,184,9.1,20.9,10.9,2.8,5.3,2.8,303.0,0.0,,92.0,3.0,1,1,None,59.1,4.95,Medium,Very Low,Mixed,Normal,Medium,4.5,2.0
101729,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,12.0,24.0,36,10,10,2,306,18.5,52.2,6.3,2.3,15.0,3.6,475.0,0.0,30.0,121.0,8.0,0,1,Dairy|Nuts,66.2,6.05,High,Low,High Carb,Normal,Medium,3.0,2.0
101730,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,5.0,0.0,5,2,7,4,230,13.0,5.6,17.5,5.0,0.4,4.7,407.0,38.0,22.1,218.0,0.7,1,1,None,44.4,5.65,Low,Low,Mixed,Normal,Low,4.75,4.0
101731,Overnight Oats,شوفان بالليل,Breakfast,International,Very Easy,Sustained Energy,Breakfast,6.0,0.0,6,6,8,2,335,13.8,60.0,9.1,3.1,6.0,21.2,132.0,4.0,7.7,284.0,2.7,0,1,Dairy|Gluten|Nuts,53.0,4.12,High,Low,High Carb,Normal,Low,4.0,2.0
101732,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,6.0,6.0,12,7,8,2,357,17.4,30.0,22.9,,8.2,1.9,367.0,171.0,10.4,59.0,,0,1,Eggs|Gluten,55.2,4.87,Medium,Low,Mixed,Normal,Low,4.25,8.0
101733,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Dinner,10.0,11.0,21,7,10,1,349,16.8,55.6,9.3,4.1,15.9,4.3,638.0,0.0,15.9,130.0,4.6,1,1,None,57.9,4.81,High,Low,High Carb,Normal,Medium,4.25,8.0
101734,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,12.0,28.0,40,13,10,2,524,13.8,69.3,14.7,5.2,3.5,4.1,538.0,18.0,4.7,84.0,2.6,0,1,Dairy,45.7,2.63,High,Moderate,High Carb,Normal,Medium,4.5,6.0
101735,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,,28.0,46,9,11,2,240,26.6,23.4,7.6,2.3,4.3,5.6,545.0,61.0,26.9,51.0,2.7,0,0,None,57.0,11.08,Medium,Low,High Protein,Normal,Medium,4.0,1.0
101736,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,9.0,23.0,32,7,9,1,172,4.9,29.0,6.7,2.5,4.8,15.6,521.0,0.0,28.0,53.0,1.7,0,1,Dairy,48.4,2.85,Medium,Very Low,High Carb,Normal,Medium,4.67,6.0
101737,Minestrone Soup,شوربة مينستروني,Soup,Italian,Easy,High Fiber / Balanced,Lunch,18.0,27.0,45,8,10,2,302,10.9,37.9,6.4,2.4,9.9,6.4,528.0,5.0,26.5,78.0,3.9,1,1,Gluten,60.1,3.61,Medium,Low,High Carb,Normal,Medium,4.6,5.0
101738,Beef Stir Fry,لحم مقلي,Main Course,Asian,Easy,Muscle Gain,Dinner,,11.0,29,9,10,4,451,35.0,24.4,17.2,,3.0,5.5,691.0,80.0,16.8,39.0,3.7,0,0,Nuts|Soy,43.5,,Medium,Moderate,High Protein,Underweight,Medium,4.25,4.0
101739,Lean Beef Rice Bowl,بول أرز باللحمة,Main Course,Asian Fusion,Easy,Muscle Gain / Bulking,Dinner,11.0,18.0,29,10,10,2,447,37.9,63.8,11.6,4.8,4.2,4.8,639.0,82.0,11.4,47.0,3.4,0,0,Nuts|Soy,50.0,,High,Moderate,Mixed,Underweight,Medium,,7.0
101740,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,17.0,22.0,39,7,8,1,309,32.4,18.3,14.9,5.7,2.0,3.2,545.0,107.0,8.0,52.0,2.5,0,0,Eggs|Gluten,46.2,10.49,Medium,Low,High Protein,Normal,Low,,2.0
101741,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,9.0,19.0,28,12,9,2,492,40.9,57.5,9.9,3.0,5.8,6.3,696.0,75.0,18.3,90.0,4.1,0,0,Gluten,55.9,8.31,High,Moderate,Mixed,Normal,Medium,4.6,5.0
101742,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,25.0,33.0,58,9,9,4,327,23.7,44.6,10.9,4.0,4.8,8.2,578.0,64.0,89.8,65.0,3.0,0,0,Dairy,54.5,7.25,High,Low,Mixed,Normal,Medium,3.56,9.0
101743,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,24.0,11.0,35,8,9,2,504,40.8,43.3,13.7,3.6,5.2,3.4,497.0,96.0,15.6,52.0,3.2,0,0,None,56.1,8.1,High,Moderate,High Protein,Normal,Medium,4.67,3.0
101744,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,11.0,19.0,30,9,9,2,348,37.0,22.8,14.5,3.8,1.0,11.5,517.0,80.0,4.8,35.0,1.3,0,0,Nuts|Soy|Seafood,42.2,10.63,Medium,Low,High Protein,Normal,Medium,4.0,3.0
101745,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,17.0,26.0,43,13,11,4,451,35.1,29.6,17.3,7.5,3.2,6.2,656.0,101.0,14.6,87.0,,0,0,Dairy,43.5,7.78,Medium,Moderate,High Protein,Normal,Medium,,3.0
101746,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,12.0,6.0,18,7,9,2,299,9.7,14.8,22.5,9.5,4.4,4.7,394.0,16.0,19.9,133.0,2.1,1,1,Nuts,44.3,3.24,Low,Low,Mixed,Overweight,Medium,,2.0
101747,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,12.0,0.0,12,3,7,2,118,3.7,15.1,5.4,2.2,,7.3,,0.0,1.0,33.0,1.1,0,1,Dairy|Gluten|Nuts,49.9,3.14,Low,Very Low,High Carb,Normal,Low,4.5,2.0
101748,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,13.0,0.0,13,5,7,2,109,4.8,13.0,3.9,1.0,1.4,5.0,41.0,0.0,3.4,20.0,0.8,0,1,Dairy|Gluten|Nuts,51.5,,Low,Very Low,Mixed,Normal,Low,4.0,3.0
101749,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,2.0,0.0,2,4,3,2,232,5.8,27.2,10.6,4.6,4.7,21.4,136.0,0.0,8.4,19.0,0.5,0,1,Dairy|Nuts,43.7,2.5,Medium,Low,High Carb,Normal,Low,4.2,15.0
101750,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,3.0,0.0,3,0,6,1,416,11.0,37.7,25.1,10.1,4.3,19.5,91.0,0.0,1.6,,2.5,1,1,Nuts,36.3,2.64,Medium,Moderate,Mixed,Normal,Low,4.0,1.0
101751,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,3.0,0.0,3,4,6,2,269,28.0,39.0,4.4,1.3,4.3,21.0,5000.0,11.0,84.2,177.0,1.0,0,1,Dairy,57.7,10.41,Medium,Low,Mixed,Normal,Low,4.14,7.0
101752,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,6.0,0.0,6,2,7,4,157,5.0,34.4,3.2,1.0,7.2,16.4,104.0,0.0,138.7,,2.2,0,1,None,62.1,3.18,Medium,Very Low,High Carb,Overweight,Low,4.0,3.0
101753,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,4.0,0.0,4,4,7,6,329,15.3,48.5,12.5,4.5,5.3,33.6,186.0,9.0,12.5,198.0,1.4,0,1,Dairy|Gluten|Nuts,48.2,4.65,High,Low,High Carb,Normal,Low,4.33,6.0
101754,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,4.0,0.0,4,4,7,6,210,7.5,46.2,4.0,1.7,4.6,38.1,,4.0,53.0,219.0,,0,1,Dairy|Nuts,54.9,3.57,High,Low,High Carb,Normal,Low,7.0,4.0
101755,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,4.0,0.0,4,1,6,1,249,7.4,40.8,3.2,1.3,4.9,24.3,77.0,6.0,39.4,128.0,1.1,0,1,Dairy|Nuts,54.3,2.97,High,Low,High Carb,Normal,Low,4.33,3.0
101756,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,6.0,0.0,6,3,2,6,136,2.2,25.5,0.5,0.2,3.1,16.0,2.0,0.0,13.2,6.0,0.3,1,1,None,50.2,1.62,Medium,Very Low,High Carb,Normal,Low,4.5,
101757,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,13.0,0.0,13,3,5,1,253,9.5,33.4,11.5,4.4,13.4,15.7,140.0,5.0,4.7,261.0,2.3,0,1,Dairy|Nuts,55.3,3.75,Medium,Low,High Carb,Normal,Low,,
101758,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,6.0,27.0,33,6,6,1,190,1.0,45.4,1.9,0.6,5.0,30.5,8.0,,9.3,21.0,0.6,0,1,Dairy|Gluten,50.7,0.53,High,Very Low,High Carb,Normal,Low,,5.0
101759,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,25.0,19.0,44,11,11,4,472,19.4,62.7,17.2,7.1,11.6,4.0,748.0,0.0,17.7,105.0,,1,1,Gluten,52.6,4.11,High,Moderate,High Carb,Normal,Medium,,4.0
101760,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,15.0,0.0,15,6,9,2,178,4.7,27.6,7.6,2.1,6.0,4.2,397.0,0.0,34.6,61.0,3.3,1,1,Gluten,59.8,2.64,Medium,Very Low,High Carb,Normal,Medium,,5.0
101761,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,5.0,14.0,19,8,11,4,268,16.5,18.1,14.9,6.2,4.6,9.5,665.0,386.0,26.4,76.0,,0,1,Eggs,46.9,6.16,Low,Low,Balanced Macro,Normal,Medium,4.75,4.0
101762,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,19.0,29.0,48,8,9,2,436,42.7,52.7,10.8,4.6,3.5,1.7,415.0,103.0,8.9,35.0,1.9,0,0,None,52.2,9.79,High,Moderate,High Protein,Normal,Medium,4.0,4.0
101763,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,10.0,0.0,10,4,6,1,401,13.0,49.4,8.1,3.0,7.8,17.7,160.0,,9.4,232.0,,0,1,Dairy|Gluten,56.0,3.24,High,Moderate,High Carb,Normal,Low,4.33,3.0
101764,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,8.0,16.0,24,7,7,2,2500,36.7,4.0,14.1,4.7,0.5,1.3,445.0,92.0,12.7,22.0,1.8,0,0,None,46.6,,Low,Low,High Protein,Overweight,Low,4.67,3.0
101765,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,6.0,8.0,14,4,7,1,186,22.8,4.4,5.9,,,2.0,330.0,11.0,6.7,,1.4,0,1,Eggs,52.2,12.26,Low,Very Low,High Protein,Normal,Low,4.0,7.0
101766,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,13.0,,13,3,7,4,218,29.6,8.4,6.4,2.5,3.4,4.5,490.0,42.0,28.5,39.0,2.0,0,0,Seafood,56.9,13.58,Low,Low,High Protein,Overweight,Low,4.0,3.0
101767,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,4.0,13.0,17,8,7,6,290,27.5,27.2,8.0,2.4,2.5,5.5,239.0,170.0,2.2,192.0,1.9,0,1,Dairy|Eggs|Gluten,54.1,9.48,Medium,Low,High Protein,Underweight,Low,6.5,2.0
101768,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,4.0,0.0,4,3,6,2,311,23.7,39.0,6.7,2.8,3.8,20.8,95.0,13.0,,275.0,,0,1,Dairy,51.2,,High,Low,Mixed,Normal,Low,4.25,8.0
101769,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,Easy,Balanced,Dinner,16.0,11.0,27,9,9,2,337,35.4,25.3,11.9,4.9,4.7,6.0,,83.0,52.6,60.0,2.4,0,0,Nuts|Soy,53.3,10.5,Medium,Low,High Protein,Normal,Medium,3.0,3.0
101770,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,12.0,21.0,33,9,9,4,371,43.6,14.4,21.5,7.3,3.2,4.6,,99.0,39.9,54.0,2.6,0,0,Seafood,51.0,11.75,Low,Low,High Protein,Normal,Medium,4.0,3.0
101771,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Lunch,10.0,8.0,18,7,8,6,271,27.6,8.4,10.7,3.1,2.3,3.0,474.0,62.0,14.6,33.0,1.9,0,0,Dairy|Nuts|Soy,51.5,10.18,Low,Low,High Protein,Overweight,Low,4.5,2.0
101772,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,3.0,10.0,13,5,6,2,307,15.3,9.2,24.1,6.2,6.6,0.8,310.0,317.0,8.3,53.0,,0,1,Eggs,55.2,4.98,Low,Low,Mixed,Overweight,Low,3.0,5.0
101773,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Lunch,,12.0,19,9,9,1,298,32.2,19.0,8.5,2.6,3.0,5.6,569.0,196.0,16.3,81.0,3.9,0,0,Nuts|Soy|Seafood,53.4,10.81,Medium,Low,High Protein,Normal,Medium,3.0,1.0
101774,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,11.0,25.0,0,8,9,2,381,18.2,51.6,14.2,,9.9,6.3,291.0,0.0,55.7,114.0,4.5,1,1,None,62.8,4.78,High,Low,High Carb,Normal,Medium,2.0,3.0
101775,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,9.0,34.0,43,11,11,1,268,18.3,42.4,3.7,1.5,10.5,5.2,,0.0,17.3,73.0,5.5,1,1,None,62.2,6.83,Medium,Low,High Carb,Normal,Medium,,9.0
